2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-11/23:22:58		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:58		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:58		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:58		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:22:59		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:00		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:01		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:02		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:03		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:04		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:05		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:06		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:06		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:06		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:06		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:06		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:06		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:06		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:06		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:06		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:06		 hypothyroid_21012019_034556.csv: File loaded successfully!!
2020-02-11/23:23:06		 hypothyroid_21012019_034556.csv: File loaded successfully!!
